index,RF_Regressor,ET_Regressor,XGB_Regressor,ensamble
235,1343.9717585928613,1308.0,1308.0004,1319.9907082679329
235,1431.9798648552323,1461.0,1461.0004,1451.3267436887234
235,1415.8046361542404,1306.0,1306.0005,1342.6017081451635
235,1873.3603638162647,1971.0,1971.0002,1938.45353598563
235,1875.2723558797566,1912.0,1912.0002,1899.7575333401273
235,1582.1538794948067,1409.0,1409.0015,1466.7184481128522
235,1299.7237991615914,1118.0,1118.0006,1178.5748031710511
235,1317.0554424766099,1277.0,1277.0001,1290.351854848974
235,1444.1183911067585,1533.0,1532.9987,1503.3723494444403
235,1441.2969362152903,1546.0,1545.9998,1511.0988973582218
235,1914.9984244223253,2168.0,2167.9983,2083.66557181265
235,1890.1601066818955,2020.0,2019.9996,1976.7199134903194
235,1604.2074213418482,1502.0,1502.0,1536.0691404472827
235,1308.7428922168415,1185.0,1185.0007,1226.2478748795722
235,1343.8813569604315,1278.0,1278.0,1299.960452320144
235,1428.2464095050275,1409.0,1408.9995,1415.4153070745924
235,1448.220032305088,1394.0,1394.0007,1412.0735882423207
235,1889.2768115881006,1917.0,1917.0,1907.7589371960337
235,1876.2671517756908,1938.0,1938.0001,1917.4224246153344
235,1609.230584040261,1470.0,1469.9999,1516.4101539899827
235,1320.673713645413,1327.0,1326.9995,1324.8910751213878
235,1352.6842007555251,1325.0,1324.9996,1334.2279448481959
235,1448.1551268252886,1393.0,1393.0013,1411.385489866242
235,1482.004296735102,1649.0,1648.9987,1593.3343179872215
235,1902.3797488906355,2070.0,2070.0,2014.1265829635452
235,1882.4543441287306,2041.0,2041.0009,1988.1517328736393
235,1601.353753190369,1477.0,1477.0004,1518.451373133769
235,1350.5191373225475,1281.0,1281.0001,1304.1730864642866
235,1396.6861993602643,1436.0,1436.0018,1422.8960101383173
235,1416.0150110849522,1374.0,1373.9995,1388.0048409345673
235,1443.031564220539,1470.0,1470.0002,1461.0106027870545
235,1936.539998727221,2105.0,2105.0,2048.846666242407
235,1905.511729795969,2094.0,2093.9995,2031.1704138382395
235,1588.4690995147885,1436.0,1435.9999,1486.822992481492
235,1338.2350703713853,1210.0,1210.0011,1252.745389668066
235,1364.0232225566185,1360.0,1359.9985,1361.3405859042896
235,1424.1836804890772,1435.0,1435.0002,1431.394641543234
235,1470.0981225135529,1558.0,1558.0002,1528.6994555513927
235,1955.4286683631403,2281.0,2280.9985,2172.475734506463
235,1928.5633072520288,1891.0,1891.0006,1903.5213058678637
235,1582.2332665191452,1478.0,1477.9998,1512.7443407928401
235,1353.4858770988533,1294.0,1293.9994,1313.8284222490968
235,1385.9205838256719,1407.0,1407.0001,1399.9735686319948
235,1478.6600093028908,1349.0,1349.0001,1392.2200437910678
235,1541.7411806557054,1482.0,1482.0005,1501.9138896456518
235,1879.3672600659922,1827.0,1827.0002,1844.455834735539
235,1899.3685590643793,2256.0,2255.9988,2137.122446120418
235,1605.7150721896103,1538.0,1537.9998,1560.571609349662
235,1521.0516946536675,1144.0,1144.0001,1269.6839389079933
235,1573.1846840115315,1349.0,1349.0013,1423.7286755949897
235,1732.8095942390673,2212.0,2211.999,2052.2695392255223
235,1762.3115796508396,2292.0,2291.9998,2115.437111836738
235,1994.2172954065431,1823.0,1823.0002,1880.0725131823892
235,1850.0674266689969,1739.0,1739.0011,1776.0228417672697
235,1594.306084094372,1459.0,1458.9998,1504.101946651249
235,1377.9622719975139,1304.0,1303.9998,1328.6540092856296
235,1405.8635336386508,1376.0,1376.0004,1385.954633283196
235,1509.5343425935027,1539.0,1538.9993,1529.1778700572092
235,1557.4191428101442,1508.0,1508.0005,1524.473210363798
235,1967.3633531980079,2242.0,2241.9993,2150.4542069253775
235,1936.0566508170557,1928.0,1928.0005,1930.6857130327687
235,1642.7328439114399,1446.0,1446.0004,1511.577736707459
235,1316.491366994146,1034.0,1034.0002,1128.1638703782571
235,1342.8888285742325,1149.0,1148.9996,1213.6294874544317
235,1470.5186591434353,1340.0,1340.0004,1383.5063417847912
235,1545.7819188718017,1650.0,1649.9998,1615.2605582437257
235,2129.8396589698777,2396.0,2396.0005,2307.2800490837094
235,2124.0087065889256,2494.0,2493.999,2370.6692433421417
235,1821.7871636992868,1720.0,1720.0001,1753.9290952565332
235,1446.244392101043,1349.0,1349.0,1381.4147973670144
235,1508.335769737296,1510.0,1510.0002,1509.445337959307
235,1603.0041651520764,1684.0,1683.9998,1657.0013070038174
235,4930.8639126984135,5498.0,5497.9995,5308.954474805721
235,4565.300218253969,5178.0,5178.0,4973.76673941799
235,3702.5558214285725,3876.0,3876.0005,3818.1854365699405
235,3341.5113908730154,3206.0,3205.9998,3251.1703822441305
235,2877.813956349207,2565.0,2564.9998,2669.2712374028606
235,3007.672658730159,3150.0,3150.0007,3102.5577970506783
235,3001.950103174604,3260.0,3259.999,3173.9830422040345
235,1700.5625502301514,2002.0,2002.0004,1901.5209721470299
235,2189.9811207819307,2646.0,2645.9973,2493.9928117450186
235,2178.2823469724067,2551.0,2551.0002,2426.7608637043436
235,1853.9113289745428,1810.0,1810.0,1824.6371096581809
235,1421.3057034414376,1334.0,1334.0004,1363.1020232174585
235,1445.0490772509618,1415.0,1415.0001,1425.0163997737582
235,1496.5240101080062,1573.0,1572.9985,1547.5075150880855
235,1542.9093462000185,1645.0,1645.0011,1610.9701482776102
235,2102.8453655313238,2365.0,2365.0,2277.615121843775
235,1999.2729628226166,2097.0,2097.0002,2064.424402321081
235,1575.3453394500864,1561.0,1561.0005,1565.7819425771122
235,1257.996245064831,1208.0,1207.9998,1224.665333641402
235,1274.4001967242832,1311.0,1311.0001,1298.8001062648652
235,1322.741943145098,1334.0,1334.0013,1330.2477619728452
235,1372.4867530863228,1518.0,1517.999,1469.4952588412743
235,1895.9129725517073,2156.0,2155.9998,2069.304242803694
235,1894.866166996152,2177.0,2177.0,2082.9553889987174
235,1660.0851230410458,1608.0,1607.9995,1625.3615449199322
235,1233.12315698441,1116.0,1115.9998,1155.0409709479284
235,1230.808023146026,1167.0,1167.0001,1188.2693817387797
235,1257.9340281395594,1210.0,1209.9995,1225.9778466194364
235,1272.055460679242,1255.0,1255.0005,1260.685316320164
235,1832.371871309556,2029.0,2029.0007,1963.4575345771436
235,1863.0109546428896,2221.0,2220.999,2101.669992693463
235,1617.5858038666256,1601.0,1601.0004,1606.5287233591878
235,1171.7425046813632,1174.0,1173.9994,1173.2472981099336
235,1143.61221756917,952.0,952.00024,1015.8708205699317
235,1227.1072564525018,1126.0,1126.0004,1159.7025408878133
235,1323.7145043129585,1250.0,1249.9998,1274.5714200574446
235,1959.3734749494536,2071.0,2071.0007,2033.7914024571094
235,1932.338006695485,2089.0,2088.9998,2036.7792541849533
235,1599.664595634767,1451.0,1451.0004,1500.5549872819017
235,1154.1426437271846,987.0,987.0003,1042.7143163009887
235,1164.3093471903883,1156.0,1155.9995,1158.7696196363795
235,1253.265767441513,1291.0,1290.9996,1278.421800410192
235,4922.296051587301,5235.0,5234.9995,5130.765187768684
235,4969.785539682541,5829.0,5828.9985,5542.59469161293
235,4565.434718253969,4838.0,4838.0,4747.144906084656
235,3442.533765873017,3041.0,3041.0,3174.844588624339
235,2625.0332797619053,2403.0,2403.0007,2477.0113373945933
235,2666.9799821428587,2976.0,2975.9988,2872.9929204799114
235,2542.531214133091,2463.0,2463.0,2489.5104047110303
235,1361.0212965928122,1420.0,1420.0004,1400.3405542679166
235,1965.2489140473313,2087.0,2086.9998,2046.4162233022355
235,1957.75038825368,2058.0,2057.9995,2024.58329999081
235,1503.3779575215158,1398.0,1397.9999,1433.125945150401
235,1052.1475311325833,893.0,893.00024,946.0492584244026
235,1086.1184916306804,1093.0,1092.9996,1090.706041806581
235,1128.4596099709706,1157.0,1157.0002,1147.4866180371985
235,1114.2609975796224,1007.0,1007.0002,1042.7537268950302
235,1593.14892643859,1603.0,1602.9998,1599.716227432655
235,1606.3889978671618,1731.0,1731.0012,1689.4634061900954
235,1379.7009386310053,1133.0,1133.0002,1215.2337275905436
235,1018.7099763862442,830.0,829.9995,892.9031627016648
235,1028.6383218049764,900.0,900.0,942.8794406016588
235,1065.3401742722508,932.0,932.0002,976.4467857925732
235,1106.1006467278996,1150.0,1149.9996,1135.3667601723207
235,1606.5280291128543,1853.0,1852.999,1770.8423508501182
235,1591.0613282581537,1718.0,1718.0005,1675.687272179801
235,1329.8743362788146,1103.0,1103.0007,1178.6250229002299
235,1009.3228982515617,811.0,811.0002,877.1076937856768
235,1046.8744502902318,1044.0,1044.0005,1044.9583128571605
235,1077.9149003874634,931.0,931.00024,979.9717148426962
235,1104.9575472128604,1060.0,1059.9995,1074.9856863105367
235,1510.5320861946614,1548.0,1548.0005,1535.5108581586371
235,1525.6642409565663,1661.0,1660.9995,1615.8879175584389
235,1338.1683190830472,1174.0,1173.9999,1228.7227323375782
235,981.5339683573818,717.0,717.0017,805.178559113919
235,997.7116447430875,861.0,860.9996,906.5704058323313
235,1075.7378827106959,1017.0,1017.0001,1036.5793349270027
235,1112.5643752467765,1096.0,1096.0,1101.5214584155922
235,1678.5077011548858,1788.0,1788.0001,1751.5026077417326
235,1646.9129731703192,1888.0,1887.9989,1807.6372915125023
235,1365.9489840199624,1314.0,1313.9995,1331.3161652462375
235,1047.2218235077005,918.0,918.00006,961.0739615142857
235,1077.814107757764,1016.0,1016.00006,1036.6047229309734
235,1107.4661880774643,1057.0,1057.0,1073.822062692488
235,1125.412239664766,1110.0,1110.0018,1115.1380235731513
235,1484.8342284328921,1518.0,1517.9994,1506.944539360443
235,1491.5771290696107,1562.0,1562.0002,1538.5257910700784
235,1354.3942102104381,1140.0,1140.0009,1211.465021567542
235,1025.507365373729,780.0,780.0,861.8357884579096
235,1039.1492970588522,942.0,941.9999,974.3830583295133
235,1111.707106214918,1074.0,1073.9991,1086.5687505742435
235,4511.262812049064,4546.0,4546.0,4534.420937349688
235,4630.136823953825,5004.0,5004.0,4879.378941317941
235,4517.816812049064,4738.0,4738.0,4664.605604016354
235,3679.114534271284,3168.0,3168.0002,3338.3715928039696
235,2644.4462026862025,2391.0,2391.0005,2475.482230322484
235,2617.2846193528703,2770.0,2769.9988,2719.0944662165816
235,2383.508807692308,1853.0,1853.0005,2029.836431991186
235,1187.803623292291,1066.0,1066.0004,1106.6013298344094
235,1552.5220113396865,1496.0,1495.9998,1514.8405890663537
235,1574.5908904452072,1487.0,1487.0001,1516.1970041718398
235,1435.1883439879173,1435.0,1434.9999,1435.0627406392016
235,1128.134090333785,1185.0,1184.9994,1166.0444933274075
235,1133.4258190685005,946.0,946.0002,1008.4753340579897
235,1167.6429652145314,1071.0,1071.0004,1103.2144438084897
235,1247.4353161177578,1403.0,1402.9987,1351.1446577814402
235,1598.120659820645,1593.0,1593.0012,1594.7072935079232
235,1623.4751533359374,1898.0,1897.9998,1806.4916363984375
235,1608.735337175081,1893.0,1892.9998,1798.2450310114855
235,848.4127378161879,600.0,600.00024,682.8043273189377
235,859.8323443485443,793.0,792.9994,815.2772446656605
235,877.4797723509877,776.0,776.00037,809.8267128539751
235,1587.1169743589749,1467.0,1466.9998,1507.0389100727832
235,1992.795312049062,2044.0,2044.0,2026.9317706830207
235,2053.6909509379507,2531.0,2531.0002,2371.897065026192
235,1678.5107762922976,1582.0,1582.0002,1614.1703401443076
235,1227.081796425796,1191.0,1190.9989,1203.0268992643278
235,1214.7490387945386,976.0,976.0004,1055.5831553468774
235,1293.1420583160798,1125.0,1125.0,1181.0473527720267
235,970.029622842601,829.0,829.00024,876.0099556610753
235,1406.9523655508071,1364.0,1363.9998,1378.317373803394
235,1435.00773856668,1657.0,1656.9991,1583.0022946914976
235,1154.892491110515,899.0,899.00024,984.2975784170467
235,831.1462440432938,668.0,668.0003,722.382183073025
235,974.3002733924582,752.0,752.0001,826.1001318209236
235,1044.0274758530409,852.0,852.00037,916.0092806879928
235,1097.045840932406,1176.0,1176.0,1149.6819469774687
235,1472.7640860434433,1644.0,1643.9995,1586.9211992540643
235,1477.2845860434434,1489.0,1489.0007,1485.0951061551061
235,1154.0631963949556,992.0,991.99976,1046.0209840847767
235,892.0590022976403,767.0,766.9998,808.6862730640572
235,917.9240770839652,874.0,874.0008,888.6416235136654
235,960.6037828641863,926.0,926.0,937.5345942880622
235,1001.4553326199857,1064.0,1063.9988,1043.1513706389535
235,1323.4042078346758,1392.0,1392.0002,1369.1348173251001
235,1324.264779263247,1328.0,1328.0001,1326.7549671111865
235,1135.6362934645529,965.0,965.0002,1021.8788255233407
235,893.6698160546164,757.0,756.9991,802.5563001757577
235,921.281790120928,858.0,858.00037,879.0940521106219
235,959.0046250497783,946.0,946.00006,950.3348953616447
235,993.6594382562696,934.0,934.00037,953.8866014890691
235,1311.412522538036,1401.0,1400.9993,1371.1372633720537
235,1312.672522538036,1428.0,1428.0007,1389.5577516533037
235,1141.1792089005141,964.0,964.0002,1023.0597973353275
235,885.1823969203764,698.0,698.0007,760.3943561023651
235,911.9182455162249,892.0,891.99915,898.6391303413458
235,948.3975169530117,937.0,936.9999,940.7991316275665
235,965.5814375879323,893.0,893.00073,917.1940566699358
235,1401.0005420871644,1370.0,1369.9995,1380.333351268638
235,1411.0041920871643,1475.0,1474.9999,1453.6680233389507
235,1155.4608908010698,896.0,895.99994,982.4869432553045
235,942.9163275306548,687.0,686.9999,772.3054018201141
235,981.0219689836463,849.0,849.0004,893.0074654099134
235,1320.9000694259203,2128.0,2127.9968,1858.9656318659318
235,1228.32156906517,913.0,912.9997,1018.1070879631296
235,1448.6864185873349,1427.0,1427.001,1434.2291317166116
235,1431.7996646190813,1518.0,1517.9996,1489.2664328027147
235,1199.4848095955879,1013.0,1012.99994,1075.161582853477
235,959.3958144286355,701.0,700.99976,787.13185676267
235,977.9117142302227,824.0,823.99963,875.3037826730952
235,1063.6211258732976,803.0,803.0007,889.8739324200054
235,2070.9651640211628,2022.0,2022.0001,2038.321762030492
235,2422.991154364154,2873.0,2872.9988,2722.996644553676
235,2407.291487697488,2638.0,2638.0,2561.0971625658294
235,2192.1553886113884,1790.0,1790.0001,1924.0518368939004
235,1641.1913048340548,1381.0,1381.0002,1467.7305163248932
235,1666.089993326118,1558.0,1558.0001,1594.0300384654768
235,1694.054259472806,1742.0,1741.9995,1726.0179237305185
235,1164.1591232474425,1177.0,1176.9996,1172.719585678835
235,1641.191200450547,1572.0,1572.0004,1595.063855553828
235,1671.8250694981662,1816.0,1815.9993,1767.941445692097
235,1377.4075190544775,1312.0,1312.0001,1333.8025470415967
235,1286.3295269104194,996.0,996.0004,1092.7766513855042
235,1717.0252447703467,1391.0,1391.0001,1499.6751222802197
235,1910.9109571415268,2525.0,2524.9993,2320.303408239884
235,3718.550408730158,4019.0,4019.0,3918.850136243386
235,2932.154603174603,2258.0,2258.0,2482.718201058201
235,2533.8483582251083,2185.0,2185.0005,2301.2829488354528
235,2322.421067460317,1824.0,1823.9998,1990.1402744398972
235,1810.3754901656316,1502.0,1502.0001,1604.7918707453148
235,1853.4470695307111,1603.0,1602.9996,1686.4822344399245
235,1829.7619742926158,1778.0,1778.0002,1795.2540728110805
235,1139.1491356160554,1088.0,1088.0001,1105.0497525621226
235,1694.3353071676718,1787.0,1786.9989,1756.111402844953
235,1668.0720886686095,1748.0,1748.0009,1721.3576477202657
235,1347.9940872432915,1115.0,1115.0,1192.664695747764
235,1018.6574384732642,852.0,852.0001,907.5525201811921
235,1053.3211491591303,1020.0,1019.99866,1031.1066021285642
235,1104.456148554279,1061.0,1061.0011,1075.4857490623638
235,1115.2090813662119,1183.0,1182.9984,1160.4024981507164
235,1662.2895424044161,1756.0,1756.0,1724.7631808014721
235,1678.7583459897196,1721.0,1720.9995,1706.9192859028233
235,1348.3346684121225,1117.0,1116.9998,1194.1114747571658
235,1016.973735082211,839.0,839.00006,898.3245987057891
235,1026.9270847513158,912.0,912.00024,950.309109630647
235,1087.929927247808,1053.0,1052.9999,1064.6432683924986
235,1081.7878908900218,886.0,886.00183,951.2632406482365
235,1645.9550503409241,1545.0,1544.9999,1578.6516427568706
235,1688.1561907970868,1597.0,1596.9996,1627.3852748620495
235,1566.6604162278243,1331.0,1330.999,1409.5531465551082
235,1087.8915852958517,866.0,866.0005,939.9640245257006
235,1142.45309823581,1022.0,1021.9993,1062.1508089496972
235,1231.1590343141074,1134.0,1134.0001,1166.3863854614733
235,1330.1217260945498,1444.0,1443.9998,1406.0404939846414
235,2429.6944861129123,2487.0,2487.0007,2467.8984061782626
235,2475.0491924621183,3855.0,3854.9985,3395.0159092061226
235,2213.5119547262743,2213.0,2213.0,2213.170651575425
