index,RF_Regressor,train_set,AdaBoost_Regressor,XGB_Regressor,ensamble
235,1582.0748088762539,1608.0,1960.0,1605.3971,1715.8239678676055
235,1568.2308955407716,1669.0,1979.0,1639.1202,1728.783711599528
235,1415.1306904621486,1290.0,1592.0,1307.704,1438.2782233181122
235,1166.8594986573405,970.0,1207.0,1070.2078,1148.0224207764052
235,1279.1205247654634,1480.0,1288.0,1403.9178,1323.6794571483836
235,1301.1529744909537,1479.0,1336.0,1487.3053,1374.819424114172
235,1260.1340946785986,1156.0,1336.0,1204.9215,1267.0185344892204
235,1824.5231327191284,1980.0,1962.0,1982.0646,1922.8625693048136
235,1840.3680986886332,1931.0,2087.0,1928.2987,1951.8889349144401
235,1533.302034391388,1413.0,1824.0,1429.422,1595.5746771539
235,1304.0565281984452,1244.0,1293.0,1195.2948,1264.1171093343776
235,1359.3632400888412,1308.0,1343.0,1324.4127,1342.2586532718012
235,1448.3347450354302,1461.0,1651.0,1439.1135,1512.8160901420185
235,1420.323834577115,1306.0,1810.0,1375.9332,1535.4190207053925
235,1887.8418847386824,1971.0,2034.0,1945.8865,1955.909453116019
235,1887.8904918815394,1912.0,2091.0,1920.2422,1966.3775597938466
235,1541.7238209385164,1409.0,1849.0,1415.4316,1602.051820521172
235,1298.9304829767193,1118.0,1315.0,1173.9574,1262.6292934792189
235,1329.495252216847,1277.0,1349.0,1275.262,1317.9190717024906
235,1448.700529245957,1533.0,1637.0,1505.1238,1530.2747695142773
235,1470.2925068770367,1546.0,1823.0,1530.285,1607.8591803522413
235,1916.939639240029,2168.0,2044.0,2116.268,2025.7359018820928
235,1893.2686178779484,2020.0,2095.0,2014.9264,2001.065003159837
235,1590.993474046702,1502.0,1849.0,1485.4899,1641.8277807369213
235,1323.2389933777224,1185.0,1315.0,1190.154,1276.131015370699
235,1355.1230599185885,1278.0,1374.0,1296.8812,1342.0014285015086
235,1422.2711559117743,1409.0,1550.0,1395.6327,1455.9679487804872
235,1445.5334248962383,1394.0,1810.0,1404.7416,1553.4250006815585
235,1876.4929353382665,1917.0,2044.0,1943.2976,1954.596847586714
235,1869.7452807981454,1938.0,2095.0,1937.2361,1967.3271215941734
235,1574.0779900885796,1470.0,1824.0,1463.6448,1620.5742551597348
235,1336.414160044389,1327.0,1323.0,1269.735,1309.7163817986504
235,1361.1310205543577,1325.0,1391.0,1330.9028,1361.0112841952025
235,1439.6027673411945,1393.0,1550.0,1428.0105,1472.5377551293566
235,1482.0504817038097,1649.0,1810.0,1607.3982,1633.149558354395
235,1889.778717084299,2070.0,2070.0,2088.9492,2016.2426452780994
235,1884.4331337509655,2041.0,2091.0,2038.4811,2004.6380709508428
235,1588.0920137292424,1477.0,1810.0,1488.6698,1628.9206045113099
235,1376.6332998075557,1281.0,1323.0,1310.4573,1336.6968583993937
235,1416.1754061145152,1436.0,1374.0,1422.7933,1404.3229136918173
235,1424.7575051997642,1374.0,1315.0,1399.5206,1379.759378360859
235,1443.8994006210096,1470.0,1444.0,1492.5801,1460.1598262486698
235,1899.7817509520014,2105.0,1980.0,2116.1873,1998.656335603792
235,1885.900996786232,2094.0,2002.0,2063.5789,1983.826618069369
235,1603.5174241567056,1436.0,1664.0,1441.019,1569.5121557084851
235,1321.6839163733507,1210.0,1238.0,1213.8546,1257.8461768770544
235,1357.463435566711,1360.0,1293.0,1347.0988,1332.5207301498413
235,1423.551001953011,1435.0,1293.0,1440.2689,1385.6066409504829
235,1450.0719053107644,1558.0,1415.0,1562.0275,1475.6997903770255
235,1948.324098634299,2281.0,1976.0,2192.586,2038.9700120447662
235,1908.9916575326552,1891.0,2029.0,1930.6897,1956.2271182660934
235,1613.4057772290794,1478.0,1824.0,1520.1973,1652.5343476180267
235,1370.7396291542602,1294.0,1293.0,1242.6359,1302.1251644706908
235,1405.4607603781549,1407.0,1374.0,1354.5172,1377.9926574307392
235,1477.4537399428345,1349.0,1637.0,1407.8494,1507.4343683924033
235,1510.8002390860286,1482.0,1823.0,1477.1315,1603.6439029375304
235,1898.7311168603437,1827.0,2095.0,1879.2548,1957.6619592008437
235,1914.397006231146,2256.0,2127.0,2141.6536,2061.016856894757
235,1632.040754775129,1538.0,1824.0,1534.683,1663.574579391189
235,1522.567656962858,1144.0,1684.0,1201.1748,1469.2474872167859
235,1577.9051758883766,1349.0,1785.0,1475.9167,1612.9406413117504
235,1747.2040932660384,2212.0,2002.0,2050.3523,1933.1854627293044
235,1779.9106244015693,2292.0,2002.0,2104.2983,1962.0696547484397
235,2023.9240353295172,1823.0,2127.0,1923.9364,2024.9534788989015
235,1833.764456978112,1739.0,2122.0,1865.942,1940.5688245265583
235,1598.7547020357536,1459.0,1823.0,1417.5397,1613.0981249624385
235,1366.3563352240496,1304.0,1336.0,1268.8557,1323.7373493715584
235,1405.0622036705258,1376.0,1407.0,1361.3685,1391.1435779813212
235,1512.938164770827,1539.0,1684.0,1524.0956,1573.6779152751715
235,1536.5434711918872,1508.0,1849.0,1583.6278,1656.3904262696915
235,1959.177785976194,2242.0,2127.0,2195.8652,2094.014340117065
235,1924.3355677222257,1928.0,2127.0,1972.3317,2007.8890775870962
235,1635.2457283659082,1446.0,1976.0,1444.3333,1685.1929934396776
235,1330.7718740789203,1034.0,1349.0,1042.5514,1240.7744218934943
235,1358.8555545488032,1149.0,1415.0,1166.3021,1313.3858928574136
235,1465.4158156990543,1340.0,1637.0,1337.2302,1479.882013436143
235,1529.0880330962173,1650.0,1853.0,1660.968,1681.0186835581142
235,2117.968104225297,2396.0,2127.0,2421.1614,2222.0431603928073
235,2115.507691526884,2494.0,2127.0,2457.238,2233.2485762120864
235,1757.9727643870056,1720.0,2002.0,1720.6858,1826.88618513421
235,1446.6322357373763,1349.0,1349.0,1334.1948,1376.6090199853754
235,1544.693377509941,1510.0,1423.0,1535.646,1501.1131245345634
235,1654.0473509617802,1684.0,1651.0,1702.9836,1669.3436645133017
235,4882.530323529411,5498.0,5338.0,5388.273,5202.934424249387
235,4615.364228491346,5178.0,5178.0,5164.8257,4986.063304028366
235,3834.1002138232657,3876.0,3876.0,4098.834,3936.3113993994216
235,3361.833828902629,3206.0,3206.0,3138.494,3235.4425751290014
235,2903.975664803658,2565.0,2565.0,2597.7793,2688.9183205595527
235,2966.644506073499,3150.0,3150.0,3146.0044,3087.549633534916
235,2971.0626013115943,3260.0,3150.0,3202.7915,3107.951368405948
235,1726.9631980867,2002.0,1962.0,1995.0553,1894.6728319794208
235,2184.022341030844,2646.0,2372.0,2584.5894,2380.2038988331983
235,2169.346110872114,2551.0,2365.0,2520.9185,2351.754855967788
235,1819.3722612517,1810.0,2002.0,1824.1074,1881.8265610422332
235,1396.9491632679192,1334.0,1288.0,1319.6375,1334.8622048132647
235,1450.9212219233025,1415.0,1328.0,1445.4026,1408.1079366046424
235,1541.3861811487086,1573.0,1336.0,1565.4271,1480.9377683907153
235,1550.9069192439465,1645.0,1614.0,1667.204,1610.7036329120447
235,2092.4918292270295,2365.0,2127.0,2333.7751,2184.422325237135
235,2017.3457178101835,2097.0,2127.0,2153.2559,2099.2005257283945
235,1582.2402326695778,1561.0,1664.0,1551.2905,1599.1769200044425
235,1253.3002496214194,1208.0,1288.0,1214.0759,1251.7920591185982
235,1278.0014473338376,1311.0,1336.0,1291.5961,1301.865838889925
235,1321.8980568169447,1334.0,1374.0,1341.1165,1345.6715039650232
235,1401.794572645826,1518.0,1603.0,1513.101,1505.965174931421
235,1919.3999992174597,2156.0,2087.0,2160.7407,2055.713573957903
235,1923.3469992174598,2177.0,2071.0,2181.2083,2058.5184170568614
235,1652.8750359594442,1608.0,1645.0,1617.3656,1638.4135455151272
235,1246.2324078001043,1116.0,1328.0,1118.2692,1230.8338576130557
235,1257.3167404331575,1167.0,1391.0,1168.3182,1272.2116592459483
235,1244.4709886508747,1210.0,1415.0,1197.0333,1285.501437948729
235,1257.9956553175411,1255.0,1518.0,1272.341,1349.4455325667845
235,1852.0060761246668,2029.0,2071.0,2021.3679,1981.4579986821807
235,1890.823812235778,2221.0,2033.0,2186.3723,2036.7320422296343
235,1630.909230190378,1601.0,1664.0,1604.7211,1633.2100998421054
235,1171.0896723048816,1174.0,1273.0,1124.2261,1189.4385821745439
235,1136.7125381547182,952.0,1336.0,992.9668,1155.2264450099062
235,1240.4480223189653,1126.0,1328.0,1128.4436,1232.29720861153
235,1346.7422843294396,1250.0,1466.0,1260.0615,1357.6012692556467
235,1989.0275717965778,2071.0,2071.0,2056.1567,2038.728103359276
235,1959.5721193311942,2089.0,2071.0,2093.862,2041.4780599593566
235,1596.731877779747,1451.0,1645.0,1453.027,1564.9196184396033
235,1155.1582845281475,987.0,1207.0,984.33777,1115.498684360945
235,1166.4906080036917,1156.0,1293.0,1160.3275,1206.606040884043
235,1262.309720363089,1291.0,1293.0,1283.1984,1279.5026948736338
235,4976.248478291318,5235.0,5235.0,5275.5054,5162.251283128356
235,4982.589887021477,5829.0,5829.0,5597.0503,5469.546726663409
235,4607.9085380151555,4838.0,4838.0,4931.501,4792.469838192552
235,3359.4205590613587,3041.0,3041.0,3044.667,3148.3625170829528
235,2673.8692282957218,2403.0,2496.0,2406.0808,2525.316679614199
235,2705.9217560734996,2976.0,2976.0,2915.036,2865.652548248458
235,2619.053088207128,2463.0,2463.0,2516.109,2532.720658308626
235,1377.633963845211,1420.0,1415.0,1417.6442,1403.4260429614244
235,1967.0241045244327,2087.0,2087.0,2081.7634,2045.262510752936
235,1958.7501203974482,2058.0,2033.0,2058.3208,2016.690307059566
235,1492.8243888651868,1398.0,1614.0,1387.8003,1498.208227277979
235,1061.4033174934111,893.0,1151.0,897.21454,1036.5392853558767
235,1080.527462102185,1093.0,1221.0,1068.7416,1123.4230130835408
235,1119.268648573216,1157.0,1214.0,1161.8334,1165.0340075322179
235,1108.019135329322,1007.0,1266.0,1009.653,1127.8907168220137
235,1598.551462949257,1603.0,1684.0,1655.8995,1646.1503330273565
235,1603.2429855377798,1731.0,1840.0,1702.4011,1715.2147028615516
235,1373.2616240944342,1133.0,1603.0,1160.6813,1378.980966169499
235,1010.2028004243808,830.0,1157.0,822.0947,996.4325089956269
235,1019.6999439247862,900.0,1262.0,872.4724,1051.3907853447204
235,1061.9088565862935,932.0,1266.0,964.9825,1097.6304464988166
235,1086.4389875386742,1150.0,1321.0,1106.5509,1171.3299636196623
235,1613.6985350029117,1853.0,1853.0,1817.2788,1761.3257811988872
235,1597.7140122285848,1718.0,1822.0,1765.8749,1728.5296300527573
235,1299.8994235979662,1103.0,1593.0,1152.0902,1348.329877852968
235,971.5298900550628,811.0,1144.0,792.44965,969.3265120170522
235,1014.0673880688347,1044.0,1262.0,1050.6943,1108.9205746687783
235,1032.575886590707,931.0,1214.0,931.6237,1059.3998682841418
235,1076.771593299031,1060.0,1410.0,1040.5663,1175.7792924929063
235,1515.092266128645,1548.0,1831.0,1563.9526,1636.681634282465
235,1522.5108038270575,1661.0,1853.0,1639.0929,1671.5345664449567
235,1316.412846825152,1174.0,1593.0,1163.4966,1357.6364762854673
235,951.2568948187674,717.0,1163.0,743.56866,952.6085197898495
235,974.2415131661064,861.0,1288.0,859.9069,1040.7161448509416
235,1038.7840124077004,1017.0,1238.0,1040.7612,1105.84841429215
235,1092.1619442943802,1096.0,1410.0,1104.2506,1202.1375182153142
235,1627.2506203855194,1788.0,1788.0,1757.8196,1724.3567334878815
235,1607.1076508749275,1888.0,1823.0,1846.6033,1758.9036407864342
235,1353.2741573320302,1314.0,1539.0,1327.5853,1406.6198281601557
235,1011.4664540660727,918.0,1207.0,919.49817,1045.9882076704619
235,1056.7622207585657,1016.0,1328.0,1041.162,1141.9747360210843
235,1082.6862881819775,1057.0,1328.0,1066.8776,1159.1879505528466
235,1102.210436533626,1110.0,1410.0,1093.5846,1201.9316770867297
235,1471.775725496663,1518.0,1810.0,1532.3019,1604.6925351264917
235,1509.5240743037086,1562.0,1810.0,1542.5942,1620.7061041949862
235,1322.6038518609055,1140.0,1562.0,1169.7616,1351.455149513531
235,983.6884450473136,780.0,1163.0,825.6219,990.7701107514482
235,1010.7613027758391,942.0,1288.0,898.76904,1065.8434485815296
235,1083.072049004489,1074.0,1328.0,1046.5258,1152.5326019468087
235,4458.281714285716,4546.0,4546.0,4559.8594,4521.380363095239
235,4604.645446545285,5004.0,5004.0,5068.636,4892.427225671345
235,4488.186998132588,4738.0,4738.0,4664.113,4630.099930367112
235,3671.3824007936505,3168.0,3168.0,3273.1475,3370.843287243717
235,2651.589899393091,2391.0,2391.0,2423.9238,2488.837909172697
235,2584.903546218488,2770.0,2403.0,2571.46,2519.7878357186623
235,2449.6503438375353,1853.0,2347.0,2034.527,2277.0591071255326
235,1194.2762522797357,1066.0,1435.0,1094.4728,1241.2496768666826
235,1562.2503090168393,1496.0,1733.0,1463.4604,1586.236919411863
235,1566.2303694564,1487.0,1721.0,1555.6854,1614.3052647536958
235,1420.6157624949617,1435.0,1518.0,1419.9935,1452.869764256133
235,1125.984053732606,1185.0,1167.0,1088.9277,1127.303929369202
235,1127.302210848036,946.0,1379.0,1048.8231,1185.041776988408
235,1158.62303215482,1071.0,1435.0,1134.1252,1242.5827587651484
235,1311.4039276278668,1403.0,1487.0,1349.1677,1382.5238840790807
235,1616.6397047565486,1593.0,1853.0,1702.8998,1724.1798283433288
235,1636.6219190422626,1898.0,1898.0,1861.4469,1798.6896061521084
235,1578.412183576339,1893.0,1617.0,1813.3074,1669.5731855410713
235,829.1111007336617,600.0,914.0,606.5344,783.2151748539289
235,839.8585333900576,793.0,1082.0,751.1821,891.0135540987691
235,869.6283118292112,776.0,1133.0,718.28156,906.9699556683308
235,1631.7624981684985,1467.0,1602.0,1478.9309,1570.8978021238745
235,1950.3916623376626,2044.0,2044.0,2130.1326,2041.5080768990126
235,1952.9908567821071,2531.0,2531.0,2544.5488,2342.8465616357025
235,1651.8384687096536,1582.0,1840.0,1541.954,1677.9308160672801
235,1241.616073743386,1191.0,1366.0,1137.2384,1248.2848256878995
235,1239.7958594576717,976.0,1323.0,1019.7752,1194.1903556590676
235,1271.9251418650792,1125.0,1467.0,1054.8302,1264.5851140201305
235,959.3254892478685,829.0,1266.0,809.2981,1011.5411949836645
235,1414.0351717196008,1364.0,1593.0,1362.2092,1456.4148000784087
235,1441.2104693386482,1657.0,1603.0,1606.3777,1550.1960516285078
235,1171.53726993943,899.0,1444.0,975.3931,1196.9767991269455
235,817.465348592092,668.0,996.0,648.8295,820.764959133562
235,979.1904924047357,752.0,1088.0,766.69086,944.6271164461099
235,1018.3550588393902,852.0,1391.0,933.4747,1114.2765764165154
235,1067.3948604266916,1176.0,1444.0,1177.7134,1229.7027464443138
235,1417.342117595616,1644.0,1602.0,1536.1941,1518.512069797497
235,1419.1439231511715,1489.0,1690.0,1521.964,1543.7026374696613
235,1165.1896885902236,992.0,1489.0,976.1352,1210.108293820439
235,863.1948068087119,767.0,1022.0,768.3985,884.5311017812893
235,910.2123703007753,874.0,1134.0,852.9198,965.7107233684877
235,963.1122671827607,926.0,1134.0,983.6744,1026.928881541389
235,1010.7554609057039,1064.0,1328.0,1028.5018,1122.4190973201305
235,1332.3238177180403,1392.0,1603.0,1401.7336,1445.6858200987217
235,1336.7096788291517,1328.0,1644.0,1385.9148,1455.5414912503422
235,1152.7126568441918,965.0,1382.0,931.9797,1155.5641107123868
235,868.9231931086864,757.0,1022.0,790.35126,893.7581501443018
235,906.1253597753531,858.0,1125.0,826.0176,952.3809793001177
235,962.1538259850694,946.0,1134.0,958.4859,1018.2132422879919
235,981.1958636028436,934.0,1444.0,938.2529,1121.149597763448
