index,RF_Regressor,train_set,ET_Regressor,XGB_Regressor,ensamble
235,1199.9621073639069,1174.0,1111.8511883116876,1124.2261,1152.509842473586
235,1180.0726155123534,952.0,1097.165348845599,992.9668,1055.5511903082381
235,1246.7090330915487,1126.0,1222.4375753968257,1128.4436,1180.8975530009998
235,1339.9794470891343,1250.0,1329.6199025974022,1260.0615,1294.9152182810092
235,1902.1131952672665,2071.0,2080.8199999999993,2056.1567,2027.522483387129
235,1861.5492123008862,2089.0,2067.7805793650796,2093.862,2028.0479630532102
235,1605.2960634768397,1451.0,1467.510523809524,1453.027,1494.2083912063565
235,1164.020546410971,987.0,1057.9295375180373,984.33777,1048.321963120924
235,1182.8975103112682,1156.0,1122.9565036075035,1160.3275,1155.5453821418023
235,1226.0175576718914,1291.0,1240.5898664021165,1283.1984,1260.201447082955
235,4728.93925622464,5235.0,4879.728375300625,5275.5054,5029.793250654753
235,4796.201490518124,5829.0,5267.178752284751,5597.0503,5372.357633942906
235,4238.125760206767,4838.0,4695.7886927609425,4931.501,4675.853857382553
235,3467.421363796334,3041.0,3237.4896944444454,3044.667,3197.64451260707
235,2674.750864998563,2403.0,2542.534671957672,2406.0808,2506.5915868757775
235,2715.617728440677,2976.0,2757.317218253969,2915.036,2840.9927088416302
235,2706.712063337806,2463.0,2522.03694973545,2516.109,2551.964474948001
235,1376.863859262123,1420.0,1297.485801180301,1417.6442,1377.9984563703715
235,1894.4531934149004,2087.0,1973.2794325396826,2081.7634,2009.1240134222394
235,1861.708631760868,2058.0,1977.4440952380955,2058.3208,1988.8683819450534
235,1478.8177619895362,1398.0,1339.4007486772484,1387.8003,1401.0047009088835
235,1076.8892122191928,893.0,928.1854894179895,897.21454,948.8223100528503
235,1111.0838343958267,1093.0,1047.7148214285714,1068.7416,1080.135058243209
235,1141.2139106575019,1157.0,1117.9056322751323,1161.8334,1144.488229239018
235,1162.7698615530387,1007.0,1144.6653646723644,1009.653,1081.0220603405305
235,1577.4433904390237,1603.0,1770.9777182539676,1655.8995,1651.8301612064508
235,1577.4758651864986,1731.0,1790.4682651515154,1702.4011,1700.3363133462221
235,1411.2024433758534,1133.0,1249.263847883598,1160.6813,1238.5368914183784
235,1023.1243461753782,830.0,876.0633941798941,822.0947,887.820616729443
235,1045.4291329931357,900.0,971.9448531746034,872.4724,947.4615995692785
235,1078.9160442327418,932.0,1023.1973012265508,964.9825,999.7739570923623
235,1145.6624762515216,1150.0,1119.2000458892958,1106.5509,1130.3533563652825
235,1535.6807329225207,1853.0,1761.342496031746,1817.2788,1741.825509387004
235,1540.9959729047605,1718.0,1769.0227142857148,1765.8749,1698.4733912800407
235,1356.0802510534697,1103.0,1207.3724669312173,1152.0902,1204.635731986406
235,995.578130991999,811.0,852.8641441798939,792.44965,862.9729802919967
235,1036.3188520283159,1044.0,994.8464761904769,1050.6943,1031.4649160390732
235,1041.5119472969134,931.0,1000.8408938191435,931.6237,976.2441398444439
235,1125.6180098078569,1060.0,1095.874824989825,1040.5663,1080.5147797443424
235,1496.6877800920918,1548.0,1668.5140952380955,1563.9526,1569.2886280122343
235,1504.096396443333,1661.0,1706.13759920635,1639.0929,1627.581722789374
235,1343.6730176950177,1174.0,1222.2750026455033,1163.4966,1225.8611505929427
235,954.3769356792056,717.0,835.0317407407408,743.56866,812.4943352426819
235,976.6703673243579,861.0,946.5323624338629,859.9069,911.0274127862349
235,1061.4263090593972,1017.0,1038.9251398508898,1040.7612,1039.5281698447593
235,1122.6426874458505,1096.0,1121.1768884818887,1104.2506,1111.0175465698253
235,1584.7940081598817,1788.0,1739.5260119047616,1757.8196,1717.534900035692
235,1556.439374156739,1888.0,1778.3095436507929,1846.6033,1767.3380473229768
235,1400.9823916094444,1314.0,1308.8061230158726,1327.5853,1337.8434604434387
235,994.3022736265978,918.0,932.2116952861954,919.49817,941.0030344645264
235,1036.8398998100547,1016.0,1002.7381600529105,1041.162,1024.1850117919132
235,1062.7221504869694,1057.0,1059.9962985810487,1066.8776,1061.6490031361452
235,1119.0799961224682,1110.0,1160.6259171476684,1093.5846,1120.8226269991749
235,1453.0983113236025,1518.0,1603.0108703703706,1532.3019,1526.6027653941965
235,1465.7437410376795,1562.0,1651.8532275132277,1542.5942,1555.5478017080393
235,1367.2055189945868,1140.0,1320.9816150793647,1169.7616,1249.4871826884098
235,987.7771644596208,780.0,912.241122534873,825.6219,876.4100435503813
235,1010.2017634717198,942.0,972.1985317460319,898.76904,955.7923345466254
235,1077.828690868157,1074.0,1058.2657853535356,1046.5258,1064.1550582644077
235,4353.161120307411,4546.0,4371.285503126505,4559.8594,4457.576499608479
235,4507.832448740458,5004.0,4755.773896464647,5068.636,4834.060643918463
235,4440.826713905849,4738.0,4454.495711279461,4664.113,4574.358804538515
235,3738.915932228847,3168.0,3406.99223677249,3273.1475,3396.7639074847093
235,2722.0842809923565,2391.0,2470.8733955026455,2423.9238,2501.9703761550004
235,2668.1043113595642,2770.0,2541.809740740739,2571.46,2637.8435032594507
235,2519.944182082121,1853.0,2315.195349206349,2034.527,2180.6666272068833
235,1228.3869704024366,1066.0,1181.9904727032233,1094.4728,1142.712555356493
235,1546.469494690236,1496.0,1596.9451838624334,1463.4604,1525.7187819428548
